,method,fold,hair,feathers,eggs,milk,airborne,aquatic,predator,toothed,backbone,breathes,venomous,fins,legs,tail,domestic,catsize
114,lift_relevance_centrality,8,0.0,0.3550082674424682,0.0,0.14118525475393393,0.0,0.1135901358430058,0.03130726644744719,0.0,0.22980215389244732,0.12700103819038347,0.0,0.0,0.002105883430314215,0.0,0.0,0.0
115,equal_relevance_centrality,8,0.0,0.20383007394785993,0.0,0.6494479324494817,0.0,0.025632157692093798,0.01438884539681454,0.0,0.07011509065578318,0.03576641420229133,0.0,0.0,0.0008194856556754205,0.0,0.0,0.0
116,relevance_relevance_centrality,8,0.0,0.2045277706041571,0.0,0.6516709491129846,0.0,0.025719894846720107,0.013327369025908486,0.0,0.06811580437068857,0.03588884023645478,0.0,0.0,0.0007493718030863185,0.0,0.0,0.0
117,perm,9,0.0,0.23015873015873017,0.0,0.38095238095238093,0.031746031746031744,0.0238095238095238,0.07936507936507935,0.0,0.14285714285714285,0.0,0.0,0.0952380952380952,0.015873015873015872,0.0,0.0,0.0
118,gini,9,0.0,0.21487318263822566,0.0,0.38676642258304156,0.0808792316671973,0.023177332059853544,0.00676005518412396,0.0,0.08498355088612966,0.0,0.0,0.1484797835084368,0.05408044147299162,0.0,0.0,0.0
119,shap,9,0.0,0.19412553997603998,0.0,0.39182943051326385,0.06101088434991475,0.04246309850601896,0.038094528222575724,0.0,0.11480542778380025,0.0,0.0,0.11525272158311946,0.04241836906526711,0.0,0.0,0.0
120,support_impurity_centrality,9,0.0,0.15886219313151892,0.0,0.3236735598632521,0.05469177960318987,0.05161967345779355,0.011458418587783374,0.0,0.19345056869833105,0.0,0.0,0.09731823108613938,0.10892557557199181,0.0,0.0,0.0
121,confidence_impurity_centrality,9,0.0,0.14798344025198393,0.0,0.22100031178254595,0.03856835887705262,0.07322924612968491,0.033184170845407805,0.0,0.23412811535986794,0.0,0.0,0.08622880489853466,0.16567755185492203,0.0,0.0,0.0
122,lift_impurity_centrality,9,0.0,0.17558405253782336,0.0,-0.21276081231223462,0.0914669116102107,0.01826043905838346,0.08563423385201498,0.0,0.3289218661709145,0.0,0.0,0.27352828133509455,0.23936502774779317,0.0,0.0,0.0
123,equal_impurity_centrality,9,0.0,0.14798344025198393,0.0,0.22100031178254595,0.03856835887705262,0.07322924612968491,0.033184170845407805,0.0,0.23412811535986794,0.0,0.0,0.08622880489853466,0.16567755185492203,0.0,0.0,0.0
124,relevance_impurity_centrality,9,0.0,0.15595942437523097,0.0,0.2553231845907121,0.04216636306762575,0.07597245009817188,0.008838210903925874,0.0,0.22939054783192397,0.0,0.0,0.09171083093750551,0.140638988194904,0.0,0.0,0.0
125,support_relevance_centrality,9,0.0,0.10740847628945581,0.0,0.8505936743019615,0.008354165982145853,0.00011982785429196023,0.00011792566596633901,0.0,0.0016377844963620697,0.0,0.0,0.03112075965776767,0.0006473857520487556,0.0,0.0,0.0
126,confidence_relevance_centrality,9,0.0,0.19139141184897485,0.0,0.6660533704941696,0.039318535441717636,0.001343270827240835,0.0005486931894420448,0.0,0.01105303345650467,0.0,0.0,0.08438982376113383,0.005901860980816495,0.0,0.0,0.0
127,lift_relevance_centrality,9,0.0,0.24293434864385277,0.0,0.3823808433736309,0.11524368052636945,0.006891437703598641,0.001309159052332011,0.0,0.04810574166648178,0.0,0.0,0.17293914738417188,0.03019564164956255,0.0,0.0,0.0
128,equal_relevance_centrality,9,0.0,0.19139141184897485,0.0,0.6660533704941696,0.039318535441717636,0.001343270827240835,0.0005486931894420448,0.0,0.01105303345650467,0.0,0.0,0.08438982376113383,0.005901860980816495,0.0,0.0,0.0
129,relevance_relevance_centrality,9,0.0,0.19010366362418918,0.0,0.6781084478592924,0.03439352736150144,0.0008659476659242514,0.0003814986528733257,0.0,0.009056496246723283,0.0,0.0,0.08241734031063234,0.0046730782788637045,0.0,0.0,0.0
