,method,fold,deg-malig,age_20-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,menopause_ge40,menopause_lt40,menopause_premeno,tumor-size_0-4,tumor-size_14-Oct,tumor-size_15-19,tumor-size_20-24,tumor-size_25-29,tumor-size_30-34,tumor-size_35-39,tumor-size_40-44,tumor-size_45-49,tumor-size_50-54,tumor-size_9-May,inv-nodes_0-2,inv-nodes_11-Sep,inv-nodes_14-Dec,inv-nodes_15-17,inv-nodes_24-26,inv-nodes_5-Mar,inv-nodes_8-Jun,node-caps_no,node-caps_yes,breast_left,breast_right,breast-quad_central,breast-quad_left_low,breast-quad_left_up,breast-quad_right_low,breast-quad_right_up,irradiat_no,irradiat_yes
117,perm,9,0.35593220338983056,0.0,0.0,0.0,0.30508474576271183,0.05084745762711862,0.0,0.0,0.0,-0.016949152542372874,0.0,0.0,0.0,0.016949152542372874,-0.15254237288135586,0.08474576271186438,0.0,0.0,0.0,0.0,0.0,0.2711864406779661,0.0,0.0,0.0,0.0,0.05084745762711862,-0.03389830508474575,0.18644067796610161,-0.08474576271186438,0.18644067796610167,0.0,0.0,0.0,-0.3050847457627117,0.0677966101694915,0.016949152542372874,0.0,0.0
118,gini,9,0.11399742434785166,0.0,0.0,0.0,0.0406617715961689,0.016464558740012406,0.0,0.01742940055653486,0.0,0.04731285022633111,0.0,0.020436826534917463,0.010457640333920918,0.046937202702216886,0.035602293024921905,0.05025317550572346,0.00980403781305086,0.0,0.044735046343882236,0.015935451937403314,0.0,0.14405342397362408,0.0,0.0,0.0,0.0,0.037348715478288996,0.022281904120570146,0.03018740772066503,0.02178675069566858,0.07535947208174532,0.030501450973936008,0.0,0.05126111199395164,0.04426683002849341,0.026776954069295467,0.028501031137333693,0.01764726806349155,0.0
119,shap,9,0.11661464053736302,0.0,0.0,0.0,0.1019622338748371,0.02580230701223408,0.0,0.001354759558228667,0.0,0.0901497749053169,0.0,0.030200315274556105,0.006870904550671267,0.010491775210238271,0.017254532395770027,0.04241794737930262,0.01013849217665316,0.0,0.005434059255579569,0.0032992657815813465,0.0,0.1543558224602239,0.0,0.0,0.0,0.0,0.022265899211385155,0.045551420711731974,0.10979546677873851,0.008020200222649909,0.0621377512893638,0.016694095503175275,0.0,0.01718749653769111,0.04994456181923105,0.022216929086954534,0.023211211052302075,0.006628137414220505,0.0
120,support_impurity_centrality,9,0.11152648283425055,0.0,0.0,0.0,0.05739355971358751,0.04155159203650334,0.0,0.016660421806895833,0.0,0.049572760951424225,0.0,0.0013331293832890508,0.01045213073215897,0.021770001813787843,0.03628084058066536,0.05341344302298011,0.007273287216742938,0.0,0.015078447411449362,0.012322346388638716,0.0,0.1294979665193016,0.0,0.0,0.0,0.0,0.031928988334854067,0.02322478491448758,0.026714376272597852,0.018127966168096043,0.11409272613796319,0.034417009225694184,0.0,0.03331234962318791,0.07250962879541901,0.023339498990683705,0.03377194756791519,0.02443431355742584,0.0
121,confidence_impurity_centrality,9,0.11348314879200865,0.0,0.0,0.0,0.05221772859174991,0.05832734528580228,0.0,0.028875732088414714,0.0,0.043926204294836256,0.0,0.0002118132800588128,0.009807514351211742,0.029626372505067517,0.0435222561420164,0.05070148227303505,0.0036719046770096082,0.0,0.0034179367120358304,0.002914709086985578,0.0,0.10340243354760703,0.0,0.0,0.0,0.0,0.03482701655257086,0.021100797134847693,0.03293816912674084,0.030566107660726257,0.0809352937089632,0.06547907139083356,0.0,0.03132148755099393,0.07230676585458783,0.028750932956813018,0.021776276885332322,0.03589149954975118,0.0
122,lift_impurity_centrality,9,0.11618468915764685,0.0,0.0,0.0,0.04937615016172993,0.063248677505729,0.0,0.032487170689243824,0.0,0.047015491039284256,0.0,0.00015167494634951112,0.016103433664658957,0.0345093496272861,0.03546607730625824,0.052689160830434574,0.002627943237690505,0.0,0.005345465185156147,0.0024096160772923685,0.0,0.0913867113157002,0.0,0.0,0.0,0.0,0.03360969871118733,0.0155895012760232,0.03307143108761626,0.03714035061708637,0.0811775775186613,0.059192105175255555,0.0,0.027511994840050576,0.059655673451119384,0.031198300691432385,0.02556748572285401,0.047284270164252885,0.0
123,equal_impurity_centrality,9,0.11396902707463065,0.0,0.0,0.0,0.05178939394300672,0.057848894314668615,0.0,0.028638868538527408,0.0,0.04558716641904233,0.0,0.0003400132744030331,0.009727064696890053,0.029976634799641085,0.04385012544408158,0.05028558517858329,0.004148941312140859,0.0,0.003400303516144894,0.0028908001402230066,0.0,0.10355830537243096,0.0,0.0,0.0,0.0,0.03454133545720097,0.020927710277707297,0.0327234367940044,0.031026041619732023,0.08027139293164687,0.06494195582107179,0.0,0.031799042668715125,0.07173845975415458,0.028521351360107788,0.021901062640467216,0.03559708665077767,0.0
124,relevance_impurity_centrality,9,0.1227108046175014,0.0,0.0,0.0,0.05612149542778239,0.043754636606961564,0.0,0.015618906889207218,0.0,0.05495136370356763,0.0,0.0008130942896217741,0.01617446710031721,0.021048446991326707,0.029892416250191674,0.04681113502572445,0.004822983385577387,0.0,0.021028086297420395,0.008286237015456048,0.0,0.12712057737246787,0.0,0.0,0.0,0.0,0.03650134237185057,0.01620620373813286,0.026159324012279977,0.02357701908870612,0.1247312142795148,0.03333668845775829,0.0,0.02903700735540038,0.06098983918828115,0.02019466942046779,0.02800339053446535,0.032108650580018994,0.0
125,support_relevance_centrality,9,0.13473598848892657,0.0,0.0,0.0,0.01065689098878462,0.002021254294261662,0.0,7.438975868480694e-07,0.0,0.33852153396130835,0.0,0.13905630773859176,1.2122149924379899e-05,0.09180258633122702,0.00011258214049750046,0.0020819325989770263,6.20816371386387e-05,0.0,0.023968852645512483,0.0007848965170545827,0.0,0.1429910893953117,0.0,0.0,0.0,0.0,2.76594656666651e-05,3.6062127562739446e-05,0.021603208846303252,2.1471591790199504e-06,0.026968743178023072,1.5554225092415907e-06,0.0,0.00022051491849040724,0.035563508112858404,0.027052360839268562,0.0017026970720620518,1.2680072973418138e-05,0.0
126,confidence_relevance_centrality,9,0.10425854106712457,0.0,0.0,0.0,0.019794422255711878,0.005467103839623118,0.0,1.194159005041429e-05,0.0,0.2322649841394324,0.0,0.1525128710896094,0.00011387158942611761,0.06559924873886668,0.000798166766110736,0.004635033503386753,0.00026100904103451816,0.0,0.019580047853781497,0.0016364241288635707,0.0,0.23724805548079142,0.0,0.0,0.0,0.0,0.0002644209064406897,0.0003032310526705934,0.017936405404104315,2.9640732494849045e-05,0.04941102446357896,2.900100429778327e-05,0.0,0.001127809027800785,0.030228560243504305,0.05259032667960468,0.0037827083588128224,0.00011515104287716327,0.0
127,lift_relevance_centrality,9,0.07859929957872494,0.0,0.0,0.0,0.032845230172783825,0.004967838188419484,0.0,1.354679875700286e-05,0.0,0.1686592138531344,0.0,0.10958225302594046,0.0001749423372650966,0.050270914103634476,0.0010829836502504173,0.0038025589512211072,0.00018753799972040774,0.0,0.019243665985920137,0.001294988323268877,0.0,0.3653847857818879,0.0,0.0,0.0,0.0,0.0002628333304463372,0.00034824894538956335,0.01630197837460288,4.530258058253331e-05,0.0773293504487988,3.6565213270202015e-05,0.0,0.0014114814860091897,0.027295160599088757,0.03782026752294841,0.002933965576133871,0.00010508717180094929,0.0
128,equal_relevance_centrality,9,0.10870669900319546,0.0,0.0,0.0,0.018972800517505894,0.0052401767133025915,0.0,1.1445921631936783e-05,0.0,0.23779397309076847,0.0,0.14618240644534472,0.00010914503706566327,0.0693326099652826,0.000765649841252533,0.0044426437364868026,0.0002501751455455818,0.0,0.019520171847202183,0.0015684998611163205,0.0,0.22849765609814268,0.0,0.0,0.0,0.0,0.0002534453921285652,0.00029064461688809156,0.01804566003286687,2.902358705256831e-05,0.047360084492618734,2.779723814320464e-05,0.0,0.001383728625993832,0.0370714604935224,0.05040742105795417,0.003626309855692977,0.00011037138329514813,0.0
129,relevance_relevance_centrality,9,0.10997769102143301,0.0,0.0,0.0,0.02108710514837455,0.0018519859003605814,0.0,8.600892269120551e-07,0.0,0.277871302015038,0.0,0.11749544267088387,2.326637888384255e-05,0.0761786216883224,0.00015217939452069696,0.0018106231172987576,5.2455797075885524e-05,0.0,0.02282854675645417,0.0006687540842725889,0.0,0.24715529610718345,0.0,0.0,0.0,0.0,3.016249144271539e-05,4.870394514896839e-05,0.018096646870619824,4.01325508380331e-06,0.04997154339258836,2.0474427379939406e-06,0.0,0.00033812544991555576,0.030023729803607856,0.022859419208853027,0.001458795921231009,1.2682049442140011e-05,0.0
